date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:13:39	8416/8416	---M-Z	200	added ('OK')	application/javascript	etag:%2220e0-55a29821be63f-gzip%22	https://www.radiustheme.com/demo/html/newsedge/js/wow.min.js	/home/turtuvshin/My%20Web%20Sites/newsedge/www.radiustheme.com/demo/html/newsedge/js/wow.min.js	(from https://www.radiustheme.com/demo/html/newsedge/)
17:13:40	4079/4079	---M-Z	200	added ('OK')	application/javascript	etag:%22fef-55a2981d84953-gzip%22	https://www.radiustheme.com/demo/html/newsedge/js/jquery.meanmenu.min.js	/home/turtuvshin/My%20Web%20Sites/newsedge/www.radiustheme.com/demo/html/newsedge/js/jquery.meanmenu.min.js	(from https://www.radiustheme.com/demo/html/newsedge/)
17:13:41	2035/2035	---M-Z	200	added ('OK')	application/javascript	etag:%227f3-55a2981eadb52-gzip%22	https://www.radiustheme.com/demo/html/newsedge/js/jquery.scrollUp.min.js	/home/turtuvshin/My%20Web%20Sites/newsedge/www.radiustheme.com/demo/html/newsedge/js/jquery.scrollUp.min.js	(from https://www.radiustheme.com/demo/html/newsedge/)
17:13:42	1551/1551	---M-Z	200	added ('OK')	application/javascript	etag:%2260f-55cf9b81e5e82-gzip%22	https://www.radiustheme.com/demo/html/newsedge/js/main.js	/home/turtuvshin/My%20Web%20Sites/newsedge/www.radiustheme.com/demo/html/newsedge/js/main.js	(from https://www.radiustheme.com/demo/html/newsedge/)
17:13:43	853/853	---M--	200	added ('OK')	image/png	etag:%22355-55ce71c017f6f%22	https://www.radiustheme.com/demo/html/newsedge/newsedge/img/favicon.png	/home/turtuvshin/My%20Web%20Sites/newsedge/www.radiustheme.com/demo/html/newsedge/newsedge/img/favicon.png	(from https://www.radiustheme.com/demo/html/newsedge/newsedge/index.html)
17:13:44	1868/1868	---M-Z	200	added ('OK')	text/css	etag:%2274c-55cd2ceb457d9-gzip%22	https://www.radiustheme.com/demo/html/newsedge/newsedge/css/normalize.css	/home/turtuvshin/My%20Web%20Sites/newsedge/www.radiustheme.com/demo/html/newsedge/newsedge/css/normalize.css	(from https://www.radiustheme.com/demo/html/newsedge/newsedge/index.html)
17:13:45	1450/1450	---M-Z	200	added ('OK')	text/css	etag:%225aa-55cd2cea14108-gzip%22	https://www.radiustheme.com/demo/html/newsedge/newsedge/css/main.css	/home/turtuvshin/My%20Web%20Sites/newsedge/www.radiustheme.com/demo/html/newsedge/newsedge/css/main.css	(from https://www.radiustheme.com/demo/html/newsedge/newsedge/index.html)
17:13:46	124962/124962	---M-Z	200	added ('OK')	text/css	etag:%221e822-55cd2ce3b5a96-gzip%22	https://www.radiustheme.com/demo/html/newsedge/newsedge/css/bootstrap.min.css	/home/turtuvshin/My%20Web%20Sites/newsedge/www.radiustheme.com/demo/html/newsedge/newsedge/css/bootstrap.min.css	(from https://www.radiustheme.com/demo/html/newsedge/newsedge/index.html)
17:13:47	52789/52789	---M-Z	200	added ('OK')	text/css	etag:%22ce35-55cd2ce34d696-gzip%22	https://www.radiustheme.com/demo/html/newsedge/newsedge/css/animate.min.css	/home/turtuvshin/My%20Web%20Sites/newsedge/www.radiustheme.com/demo/html/newsedge/newsedge/css/animate.min.css	(from https://www.radiustheme.com/demo/html/newsedge/newsedge/index.html)
17:13:48	27466/27466	---M-Z	200	added ('OK')	text/css	etag:%226b4a-55cd2ce59b82d-gzip%22	https://www.radiustheme.com/demo/html/newsedge/newsedge/css/font-awesome.min.css	/home/turtuvshin/My%20Web%20Sites/newsedge/www.radiustheme.com/demo/html/newsedge/newsedge/css/font-awesome.min.css	(from https://www.radiustheme.com/demo/html/newsedge/newsedge/index.html)
17:13:49	2606/2606	---M-Z	200	added ('OK')	text/css	etag:%22a2e-55cd2d035120b-gzip%22	https://www.radiustheme.com/demo/html/newsedge/newsedge/vendor/OwlCarousel/owl.carousel.min.css	/home/turtuvshin/My%20Web%20Sites/newsedge/www.radiustheme.com/demo/html/newsedge/newsedge/vendor/OwlCarousel/owl.carousel.min.css	(from https://www.radiustheme.com/demo/html/newsedge/newsedge/index.html)
17:13:50	846/846	---M-Z	200	added ('OK')	text/css	etag:%2234e-55cd2d0511ddf-gzip%22	https://www.radiustheme.com/demo/html/newsedge/newsedge/vendor/OwlCarousel/owl.theme.default.min.css	/home/turtuvshin/My%20Web%20Sites/newsedge/www.radiustheme.com/demo/html/newsedge/newsedge/vendor/OwlCarousel/owl.theme.default.min.css	(from https://www.radiustheme.com/demo/html/newsedge/newsedge/index.html)
17:13:51	2114/2114	---M-Z	200	added ('OK')	text/css	etag:%22842-55cd2ceaa2284-gzip%22	https://www.radiustheme.com/demo/html/newsedge/newsedge/css/meanmenu.min.css	/home/turtuvshin/My%20Web%20Sites/newsedge/www.radiustheme.com/demo/html/newsedge/newsedge/css/meanmenu.min.css	(from https://www.radiustheme.com/demo/html/newsedge/newsedge/index.html)
17:13:52	5204/5204	---M-Z	200	added ('OK')	text/css	etag:%221454-55cd2ce96e0bb-gzip%22	https://www.radiustheme.com/demo/html/newsedge/newsedge/css/magnific-popup.css	/home/turtuvshin/My%20Web%20Sites/newsedge/www.radiustheme.com/demo/html/newsedge/newsedge/css/magnific-popup.css	(from https://www.radiustheme.com/demo/html/newsedge/newsedge/index.html)
17:13:53	98128/98128	---M-Z	200	added ('OK')	text/css	etag:%2217f50-55cd2ce818bb0-gzip%22	https://www.radiustheme.com/demo/html/newsedge/newsedge/css/hover-min.css	/home/turtuvshin/My%20Web%20Sites/newsedge/www.radiustheme.com/demo/html/newsedge/newsedge/css/hover-min.css	(from https://www.radiustheme.com/demo/html/newsedge/newsedge/index.html)
17:13:54	107417/107417	---M-Z	200	added ('OK')	text/css	etag:%221a399-55cf9d0f773a8-gzip%22	https://www.radiustheme.com/demo/html/newsedge/newsedge/style.css	/home/turtuvshin/My%20Web%20Sites/newsedge/www.radiustheme.com/demo/html/newsedge/newsedge/style.css	(from https://www.radiustheme.com/demo/html/newsedge/newsedge/index.html)
17:13:55	243/243	---M-Z	200	added ('OK')	text/css	etag:%22f3-55cd2ce6dcce7-gzip%22	https://www.radiustheme.com/demo/html/newsedge/newsedge/css/ie-only.css	/home/turtuvshin/My%20Web%20Sites/newsedge/www.radiustheme.com/demo/html/newsedge/newsedge/css/ie-only.css	(from https://www.radiustheme.com/demo/html/newsedge/newsedge/index.html)
17:13:56	15514/15514	---M-Z	200	added ('OK')	application/javascript	etag:%223c9a-55cd2cfa62765-gzip%22	https://www.radiustheme.com/demo/html/newsedge/newsedge/js/modernizr-2.8.3.min.js	/home/turtuvshin/My%20Web%20Sites/newsedge/www.radiustheme.com/demo/html/newsedge/newsedge/js/modernizr-2.8.3.min.js	(from https://www.radiustheme.com/demo/html/newsedge/newsedge/index.html)
17:13:57	2430/2430	---M--	200	added ('OK')	image/png	etag:%2297e-55ce71c1e3724%22	https://www.radiustheme.com/demo/html/newsedge/newsedge/img/logo.png	/home/turtuvshin/My%20Web%20Sites/newsedge/www.radiustheme.com/demo/html/newsedge/newsedge/img/logo.png	(from https://www.radiustheme.com/demo/html/newsedge/newsedge/index.html)
17:13:58	76760/76760	---M--	200	added ('OK')	image/jpeg	etag:%2212bd8-55ce72022346d%22	https://www.radiustheme.com/demo/html/newsedge/newsedge/img/news/news1.jpg	/home/turtuvshin/My%20Web%20Sites/newsedge/www.radiustheme.com/demo/html/newsedge/newsedge/img/news/news1.jpg	(from https://www.radiustheme.com/demo/html/newsedge/newsedge/index.html)
17:13:59	41708/41708	---M--	200	added ('OK')	image/jpeg	etag:%22a2ec-55ce727e95ce8%22	https://www.radiustheme.com/demo/html/newsedge/newsedge/img/news/news2.jpg	/home/turtuvshin/My%20Web%20Sites/newsedge/www.radiustheme.com/demo/html/newsedge/newsedge/img/news/news2.jpg	(from https://www.radiustheme.com/demo/html/newsedge/newsedge/index.html)
17:14:00	39854/39854	---M--	200	added ('OK')	image/jpeg	etag:%229bae-55ce72eea909c%22	https://www.radiustheme.com/demo/html/newsedge/newsedge/img/news/news3.jpg	/home/turtuvshin/My%20Web%20Sites/newsedge/www.radiustheme.com/demo/html/newsedge/newsedge/img/news/news3.jpg	(from https://www.radiustheme.com/demo/html/newsedge/newsedge/index.html)
17:14:01	36142/36142	---M--	200	added ('OK')	image/jpeg	etag:%228d2e-55ce7309d307e%22	https://www.radiustheme.com/demo/html/newsedge/newsedge/img/news/news4.jpg	/home/turtuvshin/My%20Web%20Sites/newsedge/www.radiustheme.com/demo/html/newsedge/newsedge/img/news/news4.jpg	(from https://www.radiustheme.com/demo/html/newsedge/newsedge/index.html)
17:14:03	141550/141550	---M--	200	added ('OK')	image/jpeg	etag:%22228ee-55ce73160c7c7%22	https://www.radiustheme.com/demo/html/newsedge/newsedge/img/news/news5.jpg	/home/turtuvshin/My%20Web%20Sites/newsedge/www.radiustheme.com/demo/html/newsedge/newsedge/img/news/news5.jpg	(from https://www.radiustheme.com/demo/html/newsedge/newsedge/index.html)
17:14:04	7106/7106	---M--	200	added ('OK')	image/jpeg	etag:%221bc2-55ce731f98dea%22	https://www.radiustheme.com/demo/html/newsedge/newsedge/img/news/news6.jpg	/home/turtuvshin/My%20Web%20Sites/newsedge/www.radiustheme.com/demo/html/newsedge/newsedge/img/news/news6.jpg	(from https://www.radiustheme.com/demo/html/newsedge/newsedge/index.html)
17:14:04	6112/6112	---M--	200	added ('OK')	image/jpeg	etag:%2217e0-55ce732a79977%22	https://www.radiustheme.com/demo/html/newsedge/newsedge/img/news/news7.jpg	/home/turtuvshin/My%20Web%20Sites/newsedge/www.radiustheme.com/demo/html/newsedge/newsedge/img/news/news7.jpg	(from https://www.radiustheme.com/demo/html/newsedge/newsedge/index.html)
17:14:05	6722/6722	---M--	200	added ('OK')	image/jpeg	etag:%221a42-55ce7333bdf3c%22	https://www.radiustheme.com/demo/html/newsedge/newsedge/img/news/news8.jpg	/home/turtuvshin/My%20Web%20Sites/newsedge/www.radiustheme.com/demo/html/newsedge/newsedge/img/news/news8.jpg	(from https://www.radiustheme.com/demo/html/newsedge/newsedge/index.html)
